upc_code,genre,title,books_available,price_in_pounds
a01f6d368ef64dc5,Nonfiction,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",14,51.75
047dfa57ba0bf638,Health,"Eat Fat, Get Thin",14,54.07
ad2887ce04583910,Young Adult,Don't Get Caught,14,55.349999999999994
bf5de316a5e9a4ab,Horror,Doctor Sleep (The Shining #2),14,40.120000000000005
3c6fe637a0180b01,Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),14,37.51
94a958ea126cdcd5,Fiction,Dear Mr. Knightley,14,11.209999999999999
0e94a089328be4bc,Default,Daily Fantasy Sports,14,36.58
4b9d9cfe0f435788,Christian,Crazy Love: Overwhelmed by a Relentless God,14,47.720000000000006
28cf0d1c51b491e5,Fiction,Cometh the Hour (The Clifton Chronicles #6),14,25.01
33a3e0e3ffde0dcd,Add a comment,Code Name Verity (Code Name Verity #1),14,22.130000000000003
42b0c50fc44140ec,Default,Clockwork Angel (The Infernal Devices #1),14,44.14
966ebb738e0f9d9b,Fantasy,City of Glass (The Mortal Instruments #3),14,56.02
1e264c677d4ee4ae,Default,City of Fallen Angels (The Mortal Instruments #4),14,11.229999999999999
5b987e54ee72525c,Default,City of Bones (The Mortal Instruments #1),14,43.28
8a6ec2761f91dad2,Default,City of Ashes (The Mortal Instruments #2),14,47.27
bfbb54bc8cdeed2b,Add a comment,Cell,14,20.29
e2e7b683b4c15b7d,Young Adult,Catching Jordan (Hundred Oaks),14,50.83
1b0fc9f777cad045,Default,"Carry On, Warrior: Thoughts on Life Unarmed",14,31.85
5f22418922fa728b,Default,Carrie,14,46.230000000000004
16ef91b9d827859c,Nonfiction,Buying In: The Secret Dialogue Between What We Buy and Who We Are,14,37.8
a80f66b254fe9eb3,Nonfiction,Brain on Fire: My Month of Madness,14,49.32
bf68dcb5fad3cc8c,Sequential Art,Batman: Europa,14,32.01
999912e63a3262ae,Food and Drink,Barefoot Contessa Back to Basics,14,28.01
0e0da9192a025efc,Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,14,50.620000000000005
9b65f676984c9f0c,Fiction,Balloon Animals,14,17.03
ffdc825785c0ede8,Sequential Art,Art Ops Vol. 1,14,48.8
41164b8ac02a2c42,Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),14,58.14
1fbb5f786e53a0ce,Add a comment,Angels Walking (Angels Walking #1),14,34.2
ad41c24ccac0c7ce,Default,Angels & Demons (Robert Langdon #1),14,51.48
39861fc1c0845d15,Historical,All the Light We Cannot See,14,29.87
5319169a72714c62,Sequential Art,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",14,10.9
cf1aa2fc02a7d1e0,Nonfiction,Abstract City,14,56.37
4416c474713ec1f5,Mystery,A Time of Torment (Charlie Parker #14),14,48.349999999999994
63ee5bc46066a8a8,Mystery,A Study in Scarlet (Sherlock Holmes #1),14,16.73
c1379d3744f1dd2c,Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",14,56.48
1ad06aed9349af46,Add a comment,A People's History of the United States,14,40.790000000000006
8682c03de6a844ff,Fiction,A Man Called Ove,14,39.720000000000006
d5e0526e1ab682a3,History,A Distant Mirror: The Calamitous 14th Century,14,14.58
01a177623cce9596,Add a comment,A Brush of Wings (Angels Walking #3),14,55.51
6e8e5626ac4d279e,History,1491: New Revelations of the Americas Before Columbus,14,21.8
ac5e0d3938caf686,Default,"The Three Searches, Meaning, and the Story",13,13.33
2f0213137a80d485,Fantasy,Searching for Meaning in Gailana,13,38.730000000000004
44d97b6707dae3f0,Add a comment,Rook,13,37.86
8bbd7df8a324f31d,Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,13,11.53
4be9d1910f8a4e80,Nonfiction,13 Hours: The Inside Account of What Really Happened In Benghazi,13,27.06
077b635ff2afc578,Womens Fiction,Will You Won't You Want Me?,12,13.860000000000001
148715df5a02ea5e,Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,12,37.55
4a7a25be293ad678,Fantasy,The Star-Touched Queen,12,32.3
ce1ae197ada2aec4,Fiction,The Silent Sister (Riley MacPherson #1),12,46.290000000000006
14e44163678e24dc,Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,12,26.2
582a21a1dbbef3cf,Nonfiction,The Lonely City: Adventures in the Art of Being Alone,12,33.260000000000005
3063c7e95d0bf76f,Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,12,59.15
235fa48eeed11d82,Psychology,The Golden Condom: And Other Essays on Love Lost and Found,12,39.43
f732d7d18a91d2ba,Young Adult,The Epidemic (The Program 0.6),12,14.44
c6ca293d4810e0d5,Fiction,The Dinner Party,12,56.54
54fc03f1e1d355db,Nonfiction,The Diary of a Young Girl,12,59.9
64fd010bf8d15096,Add a comment,The Children,12,11.88
b63ea3f7a57ae099,Young Adult,Stars Above (The Lunar Chronicles #4.5),12,48.05
f40fea200e0c644f,Nonfiction,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,12,21.21
ebf81a62e4798fd1,Default,Raspberry Pi Electronics Projects for the Evil Genius,12,49.67
8976d9161c027142,Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,12,43.14
b8d7b3f5c7a95d65,Horror,Psycho: Sanitarium (Psycho #1.5),12,36.97
abdd91e96515a617,Mystery,Poisonous (Max Revere Novels #3),12,26.8
81ef44fcc5f454df,Add a comment,One with You (Crossfire #5),12,15.709999999999999
db84624b151cbe06,Young Adult,No Love Allowed (Dodge Cove #1),12,54.65
e7fe3bf2768602cf,Mystery,Murder at the 42nd Street Library (Raymond Ambler #1),12,54.36
c039f5aceb093537,Mystery,Most Wanted,12,35.28
9546d537fbf99eb6,Historical Fiction,"Love, Lies and Spies",12,20.55
b978c9852cde91bd,Default,How to Speak Golf: An Illustrated Guide to Links Lingo,12,58.32
bddc6fd036eb6279,Mystery,Hide Away (Eve Duncan #20),12,11.84
c6a29d6df8de968c,Nonfiction,Furiously Happy: A Funny Book About Horrible Things,12,41.46
76319fe9d8b465a3,Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,12,20.1
3968e3fbf4695d7c,Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,12,56.86
6983328f15506cb9,Default,Eleanor & Park,12,56.51
df7e628bad5782b4,Romance,Dirty (Dive Bar #1),12,40.83
d069086944f2e330,Horror,Can You Keep a Secret? (Fear Street Relaunch #4),12,48.64
49b24c6a41b82bd2,Mystery,Boar Island (Anna Pigeon #19),12,59.48
63343e287971bb0c,Historical Fiction,A Paris Apartment,12,39.01
a4eef523118805ef,Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",12,38.77
515cb8fcafb1ad98,Default,Troublemaker: Surviving Hollywood and Scientology,11,48.39
6159d8b187831770,Mystery,The Widow,11,27.259999999999998
985991708c47003e,Nonfiction,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11,11.68
437d8dea9272d0a9,Fiction,The Improbability of Love,11,59.449999999999996
1c584f82a7a1c4f0,Business,The Art of Startup Fundraising,11,21
cf62fa272b5f0fa3,Romance,Take Me Home Tonight (Rock Star Romance #3),11,53.98
f435aa99d864077d,Science Fiction,Sleeping Giants (Themis Files #1),11,48.74
b06599b108e83f98,Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",11,21.150000000000002
05a61a3bd8ca4149,Mystery,Playing with Fire,11,13.709999999999999
b783ce08802cd1d1,Romance,Off the Hook (Fishing for Trouble #1),11,47.67
47e1b2d43f709995,Fiction,Mothering Sunday,11,13.34
28b2df9fadc9f07e,Nonfiction,"Mother, Can You Not?",11,16.89
5569c3fea112718e,Autobiography,M Train,11,27.18
bade9943ee01b63f,Historical Fiction,Lilac Girls,11,17.279999999999998
469508882dfc1991,Fiction,Lies and Other Acts of Love,11,45.14
825d6c44da3ca5a6,Autobiography,Lab Girl,11,40.849999999999994
20dc4f1ac5d4fd9c,Womens Fiction,Keep Me Posted,11,20.459999999999997
ce8666d9b42fc9a0,Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,11,56.27
b5953ca1f8a0b8d7,Womens Fiction,Grey (Fifty Shades #4),11,48.49
c65c25d990fc7025,Young Adult,"Exit, Pursued by a Bear",11,51.339999999999996
f608c903c451f387,Fiction,Daredevils,11,16.34
2587c54f5530dafc,Food and Drink,Cravings: Recipes for What You Want to Eat,11,20.5
816180220e8cb419,Business,Born for This: How to Find the Work You Were Meant to Do,11,21.59
2c34f9432069b52b,Science Fiction,Arena,11,21.36
bb967277222e689c,Default,Adultery,11,20.88
2b69dec0193511d9,Nonfiction,A Mother's Reckoning: Living in the Aftermath of Tragedy,11,19.53
40c4bf520c17de54,Romance,A Gentleman's Position (Society of Gentlemen #3),11,14.75
a9d7b75461084a26,Fiction,11/22/63,11,48.48
34669b2e9d407d3a,Nonfiction,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",10,24.57
96aa539bfd4c07e2,Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,10,49.71
ab60e6f5a63e1cfb,Add a comment,Without Shame,9,48.27
d1848064c54e01c7,Add a comment,Watchmen,9,58.05
4fd0a2a350f016e6,Default,Unlimited Intuition Now,9,58.87
0967effecd292a86,Default,Underlying Notes,9,11.82
903a9f8090104c2c,Fiction,The Shack,9,28.03
4b50fb1359ebf35d,Default,The New Brand You: Your New Image Makes the Sale for You,9,44.05
65cfc9f242c2984a,Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",9,12.34
33396269bcce166f,Default,The Flowers Lied,9,16.68
ca74f2e3c35a3e77,Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",9,55.91
3f25a2fedae191cc,Religion,The Book of Mormon,9,24.57
f9c87ccb2bc4853b,Health,The Art and Science of Low Carbohydrate Living,9,52.98
e77594ece9b9d1fe,Young Adult,The Alien Club,9,54.4
0e095ed785af7e43,Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),9,54.809999999999995
913e7109cec0cb4c,Childrens,Nap-a-Roo,9,25.08
ee6c67859d70186b,Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",9,10.41
6baac632f7711e26,Default,Modern Day Fables,9,47.44
8fab4c4f6f82a4ce,Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,9,20.91
97187f5cf0385da3,Sequential Art,"Fruits Basket, Vol. 9 (Fruits Basket #9)",9,33.949999999999996
7e9068872228c474,Humor,Dress Your Family in Corduroy and Denim,9,43.68
e845d305f64154f1,Young Adult,Don't Forget Steven,9,33.230000000000004
7186241e043de5dc,Nonfiction,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,9,35.92
d6d9ffea95f2f8bf,Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,9,48.63
63d5f1651880dcea,Fantasy,A Shard of Ice (The Black Symphony Saga #1),9,56.63
c181ca8eabe7d18c,Add a comment,A Hero's Curse (The Unseen Chronicles #1),9,50.49
61cf7eb9d2cd8bb0,Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,9,35.790000000000006
e77033ce559947f7,Nonfiction,"Zero to One: Notes on Startups, or How to Build the Future",8,34.06
04f6c929888f4f11,Nonfiction,Why Not Me?,8,17.759999999999998
b69c852e7e3956af,Nonfiction,When Breath Becomes Air,8,39.36
1809259a5a5f1d8d,Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,8,36.94
e0bdd79c7304ee8d,Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),8,43.620000000000005
3eec766dda26fa64,Art,The New Drawing on the Right Side of the Brain,8,43.02
5a0d2e9284004266,Nonfiction,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",8,28.45
9afd00e81d6208e6,Default,The Martian (The Martian #1),8,41.39
4f283dfcbeccc0d4,Fiction,The High Mountains of Portugal,8,51.15
1bba4b1ba23ed2d6,Short Stories,The Grownup,8,35.879999999999995
a2308a936e898d48,Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,8,36.91
331c26103d885cae,Young Adult,South of Sunshine,8,28.93
a2475a245c9907c4,Nonfiction,Smarter Faster Better: The Secrets of Being Productive in Life and Business,8,38.89
e46a164cf310fd7d,Suspense,Silence in the Dark (Logan Point #4),8,58.33
bee6e93e9976f4fa,Christian Fiction,Shadows of the Past (Logan Point #1),8,39.67
aeb51dfbe8aeec59,Sequential Art,Roller Girl,8,14.1
52fc458ffc756faf,Nonfiction,Rising Strong,8,21.82
d56d0710668bb39c,Philosophy,Proofs of God: Classical Arguments from Tertullian to Barth,8,54.21
4a823d80aa30dbb0,Music,Please Kill Me: The Uncensored Oral History of Punk,8,31.19
c0fc0cd215ee1724,Poetry,Out of Print: City Lights Spotlight No. 14,8,53.64
9a7291b89bd5445c,Young Adult,My Life Next Door (My Life Next Door ),8,36.39
bff270fe9c86a5a9,Fiction,Miller's Valley,8,58.54
4729afff3bea0f0a,Nonfiction,Man's Search for Meaning,8,29.479999999999997
4d3a4c7b442a9a4e,Nonfiction,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",8,25.06
044534b0b28b4e87,Nonfiction,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,8,12.55
c44c5e1425475206,Poetry,Les Fleurs du Mal,8,29.04
29af1a2566c4e36e,Default,Left Behind (Left Behind #1),8,40.720000000000006
39eefec3a8498dde,Music,Kill 'Em and Leave: Searching for James Brown and the American Soul,8,45.05
0cf57cb49272fd37,Philosophy,Kierkegaard: A Christian Missionary to Christians,8,47.13
bd26e8a79a856c31,Default,John Vassos: Industrial Design for Modern Life,8,20.22
0ab4b35dcffcffd1,Default,I'll Give You the Sun,8,56.48
bbf1ea50be8008ab,Nonfiction,I Will Find You,8,44.21
0bfdef63285d3019,Fiction,Hystopia: A Novel,8,21.959999999999997
b7870fa6dc088fbb,Poetry,Howl and Other Poems,8,40.449999999999996
8a150fd8ff5d7686,Art,History of Beauty,8,10.29
d48c1369927ebef1,Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,8,52.86
df6a7c43faa6732b,Young Adult,Future Shock (Future Shock #1),8,55.65
e049d44c4f1cf1b2,Default,Ender's Game (The Ender Quintet #1),8,43.64
0c11e2d068768dbb,Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,8,28.41
4dbd54d9e36c9566,Default,Death by Leisure: A Cautionary Tale,8,37.51
7f5157bf53065d36,History,Brilliant Beacons: A History of the American Lighthouse,8,11.450000000000001
77e9ea355bd8ae57,Nonfiction,Brazen: The Courage to Find the You That's Been Hiding,8,19.22
04e3de7ac35ec5cd,Nonfiction,Between the World and Me,8,56.91
15ebd83e53d0391b,Nonfiction,Being Mortal: Medicine and What Matters in the End,8,55.06
fef91502cbacf23a,Nonfiction,"A Murder Over a Girl: Justice, Gender, Junior High",8,13.2
b1a227b7609ff263,Food and Drink,32 Yolks,8,53.63
f16c2edb2a603f92,History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",8,44.48
88ec621893e595d0,Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,7,12.08
b46d022080543144,Default,Wildlife of New York: A Five-Borough Coloring Book,7,22.14
9735c969c652dd89,Mystery,What Happened on Beale Street (Secrets of the South Mysteries #2),7,25.37
48cb52d78c992487,Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,7,46.33
a94350ee74deaa07,Travel,Under the Tuscan Sun,7,37.33
4242cc3d0437db12,Humor,Toddlers Are A**holes: It's Not Your Fault,7,25.55
4a0b78598b42897a,Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,7,34.720000000000006
0ff9d10864db8364,Childrens,The Whale,7,35.96
9147c5251cc99eb1,Art,The Story of Art,7,41.14
0345872b14f9e774,Science,The Origin of Species,7,10.01
a8dbf1c6b41b885a,Default,The Great Gatsby,7,36.05
f935412970c9f58f,Default,The Good Girl,7,49.03
47f4fd3e8e1dac05,Add a comment,The Glass Castle,7,16.24
57f85720e54d6442,Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,7,39.55
7a10353c9c54cf7c,Add a comment,The Drowning Girls,7,35.67
24933c712f0bca2f,Historical Fiction,The Constant Princess (The Tudor Court #1),7,16.62
d250657f0ebc5d73,Fiction,The Bourne Identity (Jason Bourne #1),7,42.78
20789fb17b423c4c,Mystery,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),7,52.3
4b8fa561a1e52d1c,Art,The Art Book,7,32.339999999999996
5fbd03b1ac0a0e69,Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,7,33.17
ba047a636b7d3793,Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,7,20.12
8776181be110838a,Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,7,20.9
bd087cf6a846db75,Romance,"Sit, Stay, Love",7,20.9
7ffebdd1d5148aef,Fiction,Sister Dear,7,40.2
9639e89d20228e6e,Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",7,52.87
8486f61aa81a3daa,Business,"Rich Dad, Poor Dad",7,51.74
31c56c4d0fe19340,Childrens,Raymie Nightingale,7,34.41
68008abf6409dfde,Childrens,Playing from the Heart,7,32.379999999999995
746029796363aa51,Young Adult,Nightstruck: A Novel,7,50.349999999999994
924438fc6cbec836,Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",7,11.38
725cd8d23d78cdca,Womens Fiction,Meternity,7,43.58
dac4b5847454fd9b,Fiction,Memoirs of a Geisha,7,49.67
b6670507e85b30e6,Christian Fiction,Like Never Before (Walker Family #2),7,28.77
40cdcbb7692fd408,Default,Life of Pi,7,13.219999999999999
b74ee891e2a6dd69,Poetry,Leave This Song Behind: Teen Poetry at Its Best,7,51.17
4c82371b8cd02d4d,Fantasy,King's Folly (The Kinsman Chronicles #1),7,39.61
68407606544d6f22,Add a comment,John Adams,7,57.43
2a9fcb3382d351c8,Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),7,46.01
eff5710404e2ff78,Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,7,28.25
c00bc29a678a6efb,Add a comment,Good in Bed (Cannie Shapiro #1),7,37.05
de6d7645f192d517,Sequential Art,"Fruits Basket, Vol. 7 (Fruits Basket #7)",7,19.57
2e40333991f56f45,Nonfiction,For the Love: Fighting for Grace in a World of Impossible Standards,7,45.13
4e78f06160b717ac,Nonfiction,Finding God in the Ruins: How God Redeems Pain,7,46.64
4fa75fc6829431ca,Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),7,12.16
4e980425468708da,Mystery,Delivering the Truth (Quaker Midwife Mystery #1),7,20.89
4807043b8218e9ce,Christian Fiction,Counted With the Stars (Out from Egypt #1),7,17.97
4781b6bfd6f7a2c5,Music,"Chronicles, Vol. 1",7,52.6
a322361a37a78d3d,Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,7,25.77
5b546a46a86a9d8c,Biography,Benjamin Franklin: An American Life,7,48.190000000000005
6b52904b2ab91bf6,Philosophy,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",7,29.93
cc1936a9f4e93477,Travel,A Summer In Europe,7,44.339999999999996
6c7fa6844380f50a,History,A Short History of Nearly Everything,7,52.4
d1378a0ad06ff979,Fantasy,A Gathering of Shadows (Shades of Magic #2),7,44.809999999999995
5ba3d703d1ae0c1d,Default,The Sound Of Love,6,57.839999999999996
774fa432bd7d9c47,History,The Rise and Fall of the Third Reich: A History of Nazi Germany,6,39.67
fd364afd082f5446,Default,The Perks of Being a Wallflower,6,55.02
2da5edf8b5776c9a,Mystery,The Mysterious Affair at Styles (Hercule Poirot #1),6,24.8
60376aa71be66083,Nonfiction,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,6,59.449999999999996
2efa5a839e62b1bd,Default,The Makings of a Fatherless Child,6,31.58
d326e189b1210916,Add a comment,The Joy of Cooking,6,43.27
e6635f5b0a2c78db,Historical Fiction,The Invention of Wings,6,37.339999999999996
72b5355dda190b6a,Default,The Hobbit (Middle-Earth Universe),6,17.8
48736df57e7bec9f,Travel,The Great Railway Bazaar,6,30.54
d33824cb93ecab6f,Add a comment,The Golden Compass (His Dark Materials #1),6,18.77
2bc80eba94950873,Add a comment,The God Delusion,6,46.849999999999994
eb7459e0c570251d,Historical,The Girl You Left Behind (The Girl You Left Behind #1),6,15.79
cb17945cb90b7837,Default,The Fellowship of the Ring (The Lord of the Rings #1),6,10.27
3d250ab0f12be445,Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),6,15.42
6478ccb4416e6a5d,Food and Drink,The Barefoot Contessa Cookbook,6,59.92
2a1b3d967cda1da2,Young Adult,Tell the Wolves I'm Home,6,50.96
8d8e9f9b8730eb25,Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,6,30.6
720c36b2bee4692e,Add a comment,Pride and Prejudice,6,19.27
6d235933670503d9,Default,Musicophilia: Tales of Music and the Brain,6,46.58
f38f37ed934d84b2,Add a comment,Mere Christianity,6,48.51
7a2b51f69e81c722,Fiction,Me Before You (Me Before You #1),6,19.02
6958de044cb28a84,Mystery,In the Woods (Dublin Murder Squad #1),6,38.379999999999995
fe0f34ebed689381,Nonfiction,In Cold Blood,6,49.98
e792c0969cefe1b8,Self Help,How to Stop Worrying and Start Living,6,46.49
012170e4fc87ace0,Thriller,Give It Back,6,18.32
384c7d41d5ffe9d1,Nonfiction,"Girl, Interrupted",6,42.14
56a34d0cec11d6b0,Add a comment,Fun Home: A Family Tragicomic,6,56.59
97258f576d4bb672,Sequential Art,"Fruits Basket, Vol. 6 (Fruits Basket #6)",6,20.959999999999997
4e3b183180e2a992,Fiction,Deception Point,6,40.32
6e06d0f00f6da20f,Sequential Art,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6,36.39
f3c70d296ec796c4,History,Catherine the Great: Portrait of a Woman,6,58.55
faf841f81c52638b,Food and Drink,Better Homes and Gardens New Cook Book,6,39.61
46cb43c2ab133ccc,Psychology,An Unquiet Mind: A Memoir of Moods and Madness,6,21.3
9e60929f521fa280,Travel,A Year in Provence (Provence #1),6,56.879999999999995
2e5b4ff08a75fd02,Historical Fiction,World Without End (The Pillars of the Earth #2),5,32.97
e75f3ae1da1cc652,Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",5,47.309999999999995
759ee7d059b1beb8,Nonfiction,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,5,48.67
60369d96b7b80869,Young Adult,Where She Went (If I Stay #2),5,41.730000000000004
163d89116179c33f,Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,5,53.68
3a7d54a264d9f33e,Young Adult,Two Summers,5,14.639999999999999
bc209a900101f28d,Music,This Is Your Brain on Music: The Science of a Human Obsession,5,38.4
abbb492978ff656d,Classics,The Secret Garden,5,15.08
2e4fc5eacceec12c,Add a comment,The Raven King (The Raven Cycle #4),5,30.57
e0b3a679b83caccc,Fantasy,The Raven Boys (The Raven Cycle #1),5,57.74
f701fae56b645ef7,Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05
93379e3a2072a01b,Classics,The Metamorphosis,5,28.58
0d210d2448c3018f,History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91
dfd9ff1f343cdaff,Fiction,The Little Paris Bookshop,5,24.73
c4589ee5977a47be,History,The Hiding Place,5,55.91
3213b1f13f5f0f7c,Science,The Grand Design,5,13.76
ad84f18659e6bfe2,Fiction,The Firm,5,45.56
3661360c99719414,Default,The Fault in Our Stars,5,47.220000000000006
a2a9f76339d21ab1,Fantasy,The False Prince (The Ascendance Trilogy #1),5,56
fe7210553d56c097,Fiction,The Expatriates,5,44.58
fec06f52054ea900,Default,The Dream Thieves (The Raven Cycle #2),5,34.5
c4182bdb53e2459a,Young Adult,The Darkest Corners,5,11.33
b228042c088b1913,Poetry,The Crossover,5,38.77
b716233fcb6877e6,Default,The 5th Wave (The 5th Wave #1),5,11.83
84126312e2431a09,Fantasy,Tell the Wind and Fire,5,45.51
50d5a7b861ed1c54,Young Adult,Tell Me Three Things,5,41.809999999999995
1dba84766a5e87b8,Nonfiction,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,5,25.150000000000002
84bb29c53592ac40,Fiction,Siddhartha,5,34.220000000000006
59a8ae019b64f2a7,Default,Shiver (The Wolves of Mercy Falls #1),5,16.23
2973d38c2fbd7a5c,Default,Remember Me?,5,11.48
e958ae92f328c181,Horror,Red Dragon (Hannibal Lecter #1),5,23.37
6036239d2ab349b7,Science,Peak: Secrets from the New Science of Expertise,5,16.279999999999998
a4ce39a3720cd679,Nonfiction,My Mother Was Nuts,5,31.630000000000003
12a90b90283b2e6d,Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91
81c68492ccd72941,Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,5,22.54
5e1a88d248599768,Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),5,23.630000000000003
7093cf549cd2e7de,Academic,Logan Kade (Fallen Crest High #5.5),5,13.12
07e6810fd3236bda,Fiction,Last One Home (New Beginnings #1),5,59.98
8dde2ff3f6fcc0a3,Thriller,Killing Floor (Jack Reacher #1),5,31.49
44f545727e704187,Young Adult,Kill the Boy Band,5,15.52
45045146dbf7b009,Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13
7284d85428305f5a,Default,If I Stay (If I Stay #1),5,38.13
d219d4e325e6f204,Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),5,36.55
6c49258724f11770,Default,Harry Potter and the Deathly Hallows (Harry Potter #7),5,23.32
3fd83dcf37bf1bc0,Sequential Art,"Fruits Basket, Vol. 5 (Fruits Basket #5)",5,16.330000000000002
3fc124f59f3068e4,Science Fiction,Foundation (Foundation (Publication Order) #1),5,32.42
630e766f0a1987dd,Default,Fool Me Once,5,16.959999999999997
b28c7d07afa7063b,Add a comment,Find Her (Detective D.D. Warren #8),5,22.37
75cc85cdbe9ad46b,Add a comment,Evicted: Poverty and Profit in the American City,5,42.27
d5ad4c92d8bf26c9,Default,Drama,5,38.7
e46b1074b99ac4b6,Horror,Dracula the Un-Dead,5,35.63
94bb629a3f6dd00b,Fiction,Digital Fortress,5,58
1c0a38899c82b60a,Sequential Art,"Death Note, Vol. 5: Whiteout (Death Note #5)",5,52.41
bcf567421c581f0a,Nonfiction,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",5,32.349999999999994
429b4a811bef386c,Philosophy,Critique of Pure Reason,5,20.75
b54d7416bb445989,Poetry,Booked,5,17.49
ad5e078beceaeb4a,Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13
612369a5947a012e,Autobiography,Approval Junkie: Adventures in Caring Too Much,5,58.809999999999995
f36d24c309e87e5b,Young Adult,An Abundance of Katherines,5,10
add33db6ff80db24,History,America's War for the Greater Middle East: A Military History,5,51.220000000000006
